imaginaryid,poet_name,city_name,referent,referentid,source_translation
374,Simonides,?,"Jason, Medea",,And he (Jason) came to Corinth ... and sharing his hearth with his Colchian wife ruled over . . . and Lechaeum.
375,Simonides,Alpheos,,,...at the Alpheus...
376,Simonides,Athens,Demos of Athens,,...it was the people of Athens that performed it alone.
377,Simonides,Caria,valiant Carians,,... (of) the valiant Carians
378,Simonides,Cholchis,,,...Colchis...
379,Simonides,Corinth,Danaans,,"...and [Troy] is not angry with the Corinthians, nor are the Danaans..."
380,Simonides,Corinth,,,...and those who inhabit the Corinthian city of Glaucus.
382,Simonides,Delos,daughters of the Delians,,...daughters of the Delians...
383,Simonides,Delos,,,...to Delos...
384,Simonides,Delphi,Pytho,,...for once at Pytho...
385,Simonides,Delphi,shining Pytho,,...shining Pytho
387,Simonides,Mt. Parnes,sacred Parnes,,...from sacred Parnes...
388,Simonides,Sicyon,,,...Sicyon...
389,Simonides,Thessaly,,,...even for every people of the Thessalians.
391,Solon,Athens,Athenian,,In that case may I change my country and be a Pholegandrian or Sikinite instead of an Athenian.
392,Solon,Athens,Athenian,,"For this report would quickly be spread among men: “This man is an Athenian, one of the Salamisceders.”"
393,Solon,Athens,Athenians,,"This is what my heart bids me teach the Athenians,"
394,Solon,Athens,Athens,,"And I brought back to Athens, to their homeland founded by the gods, many who had been sold, "
397,Solon,Ionia,Athens,,"as I look on the eldest land of Ionia tottering,"
398,Solon,Nile,Mouth of the Nile,,"at the mouth of the Nile, near Canopus’ shore"
401,Solon,Olympus,Olympians,,"the mighty mother of the Olympian gods, dark Earth,"
402,Solon,Pholegandros,Pholegandrian,,In that case may I change my country and be a Pholegandrian or Sikinite instead of an Athenian.
404,Solon,Salamis,Salamis,,"I have come in person as a herald from lovely Salamis, "
405,Solon,Salamis,Salamis,,"For this report would quickly be spread among men: “This man is an Athenian, one of the Salamisceders.”"
406,Solon,Salamis,Salamis,,Let us go to Salamis to fight for a lovely island and clear away bitter disgrace.
407,Solon,Sikinos,Sikinite,,In that case may I change my country and be a Pholegandrian or Sikinite instead of an Athenian.
408,Solon,Soli,Soloi,,Now may you and your progeny dwell in this city and rule over Soloi for a long time;
409,Sophocles,Athens,,,helper of the Cecropidae
410,Sophocles,Olympus,,,Olympian
411,Stesichorus,Achaea,Achaeans,,Achaeans
412,Stesichorus,Achaea,Achaeans,,...steadfast Achaeans...
413,Stesichorus,Aetolia,Aetolians,,"...and the Aetolians, staunch in war..."
415,Stesichorus,Boeotia,Boeotians,,and those who lived in the holy wheat-bearing land of Boeotia.
416,Stesichorus,Calydon,,,...lovely Calydon...
420,Stesichorus,Dryopis (Doris),Dryopians,,On the other side the Dryopians...
422,Stesichorus,Gades,,,...  by the limitless silver-rooted waters of the river Tartessus ...
424,Stesichorus,Ithaka,Odysseus,,. . . Odysseus having appeared at your family’s house . . . a man . . . by the plans of Athena
425,Stesichorus,Larissa,Eurytion,,"...and from (Larissa) came Eurytion, (son of?) with her trailing robes..."
427,Stesichorus,Phocis,Phocians (?),,...and proud (Phocians?)...
428,Stesichorus,Thebes,Eteocles,,...my sons dead in the palace or the city captured.
432,Stesichorus,Troy,Epeius,,‘. . . maiden(ly) . . . longs . . .; but now by the (fair-flowing) eddies of the Simois a man has grievously misled us
442,Telestes,Phrygia,"Olympus, pipes",,"or the Phrygian king of the fair-breathing holy pipes, who was the first to tune the Lydian strain, rival of the Dorian muse, weaving about the quivering reeds the fair-winged gust of his breath."
444,Theognis,Cerinthus,Cerinthus,,Shame on weakness! Cerinthus is destroyed and Lelantum’s fine vineyards are being ravaged;
445,Theognis,Colophon,Colophon,,"Lawlessness destroyed Magnesia, Colophon, and Smyrna; it will assuredly destroy you people too, Cyrnus."
456,Theognis,Delos,Delos,,"all Delos was filled from end to end with an ambrosial aroma,"
457,Theognis,Delphi,Delphi,,that man to whom the priestess of the god at Delphi in her response reveals the god’s voice from the wealthy shrine.
459,Theognis,Greece,Hellas,,"Cyrnus, as you roam throughout the land of Greece and among the islands,"
460,Theognis,Greece,Greeks,,"For indeed I am afraid when I look upon the mindless, people-destroying strife of the Greeks."
462,Theognis,Lethaeus,Lethaean plain,,"Moreover, I have a city, a fair one that lies on the Lethaean plain."
463,Theognis,Magnesia,Magnesia,,Such acts of lawlessness destroyed Magnesia as now prevail in this holy city.
464,Theognis,Magnesia,Magnesia,,"Lawlessness destroyed Magnesia, Colophon, and Smyrna; it will assuredly destroy you people too, Cyrnus."
465,Theognis,Megara,Theognis of Megara,,"but everyone will say, “They are the verses of Theognis of Megara, and he is famous among all men;”"
466,Theognis,Megara,Megara,,"Come, Phoebus, graciously protect this city of ours."
467,Theognis,Melos,Melian sea,,"we are now being carried along, with white sails lowered, beyond the Melian sea through the dark night"
469,Theognis,Olympus,Olympus,,Hope is the only good god remaining among mankind; the others have left and gone to Olympus.
470,Theognis,Olympus,Ganymede,,"And there is some pleasure in loving a boy, since once in fact even the son of Cronus, king of the immortals, fell in love with Ganymede, seized him, carried him off to Olympus, and made him divine, keeping the lovely bloom of boyhood."
471,Theognis,Sicily,Sicily,,"For I went once to the land of Sicily and I went to the vine-rich plain of Euboea and to Sparta, the splendid city of the reed-nourishing Eurotas, and they all treated me with kindly friendship on my arrival."
473,Theognis,Sparta,Sparta,,"For I went once to the land of Sicily and I went to the vine-rich plain of Euboea and to Sparta, the splendid city of the reed-nourishing Eurotas, and they all treated me with kindly friendship on my arrival."
474,Theognis,Sparta,Spartan girl,,and a comely Spartan girl with slender hands would quickly carry out the washbasin and bring in garlands.
475,Theognis,Sparta,Lacedaemon,,"Castor and Polydeuces, you who dwell in glorious Lacedaemon by the fair-flowing river Eurotas,"
476,Theognis,Taygetus,Taygetus,,Drink the wine which was produced for me beneath the peaks of Taygetus
478,Theognis,Tmolus,Mountain,,"I’ll never place my neck beneath the galling yoke of my enemies, not even if Tmolus is upon my head."
479,Theognis,Troy,Troy,,"Artemis, slayer of wild beasts, daughter of Zeus, for whom Agamemnon set up a temple when he was preparing to sail on his swift ships to Troy,"
481,Timocreon,Athens,,,I commend Aristides as the very best man to have come from holy Athens
482,Timocreon,Ceos,nonsense,,from Ceos came to me against my will. Against my will there came to me nonsense from Ceos
483,Timocreon,Ceos,,,from Ceos came to me against my will. Against my will there came to me nonsense from Ceos
484,Timocreon,Ialysus,home,,"for Themistocles incurred the hatred of Leto, Themistocles the liar, the criminal, the traitor, who was bribed with mischievous silver and would not take Timocreon home to his native Ialysus, although he was his guest-friend."
485,Timocreon,Isthmus,"innkeeper, meat",,"Gorged with silver, he made a ridiculous innkeeper at the Isthmus, serving cold meat"
486,Timocreon,Sicily,mother,,A clever Sicilian said to his mother
487,Timotheus,Aeolis,,,Aeolian Lesbos bore him to give glory to Antissa
488,Timotheus,Antissa,,,Aeolian Lesbos bore him to give glory to Antissa
489,Timotheus,Asia,,,"I no come here to you, I go over there to Sardis, to Susa, Ecbatana dweller. Artimis, my great god, will guard me to Ephesus."
494,Timotheus,Ecbatana,,,"I no come here to you, I go over there to Sardis, to Susa, Ecbatana dweller. Artimis, my great god, will guard me to Ephesus."
496,Timotheus,Helle,,,navigable Helle
499,Timotheus,Ionia,melody,,"‘Timotheus of Miletus is victorious over Camon’s son, the modulator of Ionian melody,’"
500,Timotheus,Lesbos,,,Aeolian Lesbos bore him to give glory to Antissa
501,Timotheus,Lydia,Lydian town of Sardis,,for then I should not have left Tmolus or the Lydian town of Sardis and come to fend off Greek Ares
502,Timotheus,Macedon,bones,,"All Greece is the monument of Euripides, although his bones lie in the land of Macedon, where he met the end of his life."
504,Timotheus,Miletus,Timotheus,,"‘Timotheus of Miletus is victorious over Camon’s son, the modulator of Ionian melody,’"
505,Timotheus,Mysia,glens,,"Ho, you tree-tressed glens of Mysia"
506,Timotheus,Persia,,,Persians
509,Timotheus,Persia,,,and lamentable sufferings will befall the Persian land!
510,Timotheus,Phrygia,,,"At this point a man from the (Phrygian?) plain, a lord of the land that takes a day to cross"
512,Timotheus,Sardis,Lydian town of Sardis,,for then I should not have left Tmolus or the Lydian town of Sardis and come to fend off Greek Ares
513,Timotheus,Sardis,,,"I no come here to you, I go over there to Sardis, to Susa, Ecbatana dweller. Artimis, my great god, will guard me to Ephesus."
514,Timotheus,Sparta,youth,,"for Sparta’s great leader, well-born, long-lived, the populace riotous with the flowers of youth, buffets me"
515,Timotheus,Susa,,,"I no come here to you, I go over there to Sardis, to Susa, Ecbatana dweller. Artimis, my great god, will guard me to Ephesus."
516,Timotheus,Tmolus,,,for then I should not have left Tmolus or the Lydian town of Sardis and come to fend off Greek Ares
517,Timotheus,Troy,,,"Troyward-conveying, she alone might be the deliverer from disaster"
518,"Timotheus
",Athens,,,"His native city was Athens, the Greece of Greece."
519,Tyrtaeus,Arcadia,Arcadians,,Archadians(?)
520,Tyrtaeus,Argos,Argives,,of the Argives(?)
524,Tyrtaeus,Ithome,mountain range of Ithome,,"and in the twentieth year the enemy fled from the high mountain range of Ithome, abandoning their rich farmlands"
525,Tyrtaeus,Messene,war,,it (i.e. factions) happened too in Sparta in the course of teh Messenian War
526,Tyrtaeus,Messene,,,through whom (i.e. Theopompus) we captured spacious Messene
528,Tyrtaeus,Messene,,,of the Messenians
529,Tyrtaeus,Peloponnese,Island of Pelops,,with them we left windy Erineus and came to the wide island of Pelops
532,Tyrtaeus,Sparta,kings,,"The divinely honoured kings, in whose care is Sparta’s lovely city"
533,Tyrtaeus,Sparta,the people,,and (the men of the people should) not give the city (crooked) counsel
536,Tyrtaeus,Sparta,Spartans,,of the Spartans as many as
537,Tyrtaeus,Thrace,Thracian Boreas,,and outstripped Thracian Boreas in the race
539,Xenophanes,Greece,thoughts,,"Three score years and seven have now been tossing my thoughts throughout the land of Greece,"
543,Xenophanes,Pisa,Olympia,,if one were to win while contending by the banks of Pisa;
544,Ibycus,Troy,,,"...from Argos to Ilium Cyanippus, the most handsome man..."
547,Simonides,Corinth,,,And he (Jason) came to Corinth ... and sharing his hearth with his Colchian wife ruled over . . . and Lechaeum.
548,Stesichorus,Argos,,,"(I tell you) what is destined to happen: (you will reach) the house of lord Adrastus, and he will (welcome you and) give you his beautiful daughter . . ."
551,Sappho or Alcaeus,Gyaros,Hero,,taught fleet-footed Hero (from Gyaros?)1;
552,Sappho or Alcaeus,Crete,dance,23,the Cretan women once kept time so well with the music as they danced on their soft feet around the lovely altar;
553,Sappho or Alcaeus,Thebes,chariot,25,such was the boy who (came) to Thebes riding on a chariot
554,Sappho or Alcaeus,Arcadia,grain,46,you (thorn-eater?)! For it is no insult to the Arcadians (to be called that?)
