poetname,poetId,cityname,cityId,relationship,relationshipid,nativeid,dotted,notes,source_work,source_workid,source_citation,source_greektext,source_translation,source_translator,source_notes,source_explicit
Eumelos #2,44,Elis,32,born,1,1,,,Lucian,,"Luc. Adversus Indoctum 8, 10","Θέλω γοῦν σοι διηγήσασθαί τι Πυθοῖ γενόμενον... Μικρὸν δὲ ἐπισχὼν μετ᾿ αὐτὸν Εὔμηλός τις <b>Ἠλεῖος</b> εἰσέρχεται, κιθάραν μὲν παλαιὰν ἔχων, ξυλίνους δὲ κόλλοπας ἐπικειμένην, ἐσθῆτα δὲμόγις σὺν τῷ στεφάνῳ δέκα δραχμῶν ἀξίαν·","I should like to tell you of an incident that took place at Delphi... After a moment’s delay, a man named Eumelus, <b>from Elis</b>, came on, who had an old lyre, fitted with wooden pegs, and a costume that, including the wreath, was hardly worth ten drachmas;",Harmon,,yes
Euneidai (family),66,Athens,2,,1,1,,,Suda,,Suda Ε 3592,"Εὐνῖδαι: γένος ἐστὶ παρ' Ἀθηναίοις οὕτως ὀνομαζόμενον. ἦσαν δὲ κιθαρῳδοί, πρὸς τὰς ἱερουργίας παρέχοντες τὴν χρείαν.","It is a clan amongst [the] Athenians with this name. They were kithara-players, providing a service for religious ceremonies.",Whitehead (stoa.org),,yes
Euripides,114,Athens,2,born,1,1,,,Suda,,Suda E 3695,"ἀπάρας δὲ ἀπ' Ἀθηνῶν ἦλθε πρὸς Ἀρχέλαον τὸν βασιλέα τῶν Μακεδόνων, παρ' ᾧ διῆγε τῆς ἄκρας ἀπολαύων τιμῆς.","Departing Athens, he went to Archelaus, king of Macedonia, at whose court he resided enjoying the highest honor.",Miller (stoa.org),,yes
Euripides,114,Macedonia,33,,2,2,,,Suda,,Suda E 3695,"ἀπάρας δὲ ἀπ' Ἀθηνῶν ἦλθε πρὸς Ἀρχέλαον τὸν βασιλέα τῶν Μακεδόνων, παρ' ᾧ διῆγε τῆς ἄκρας ἀπολαύων τιμῆς.","Departing Athens, he went to Archelaus, king of Macedonia, at whose court he resided enjoying the highest honor.",Miller (stoa.org),,yes
Euripides,114,Ikaros,73,,3,3,,,Athenaeus,,Ath. 2.61a,᾽Επαρχίδης Εὐριπίδην φησὶ τὸν ποιητὴν ἐπιδημῆσαι τῆι ᾽Ικάρωι...,"Eparchides says that Euripides, the poet, went to stay in Ikaros.",Constantakopoulou (BNJ 437 F 2),,yes
Euripides,114,Salamis,82,,,,,,Life of Euripides,,ORIGINS AND LIFE OF EURIPIDES IA = T 1 KANNICHT.1,"Εὐριπίδης ὁ ποιητὴς υἱὸς ἐγένετο Μνησαρχίδου καπήλου καὶ Κλειτοῦς λαχανοπώλιδος, Ἀθηναῖος. ἐγεννήθη δὲ ἐν Σαλαμῖνι ἐπὶ Καλλι⟨άδ⟩ου ἄρχοντος κατὰ τὴν οε΄ ὀλυμπιάδα, ὅτε ἐναυμάχησαν τοῖς Πέρσαις οἱ Ἕλληνες.","Euripides the poet was the son of Mnesarchides, a shopkeeper, and Cleito, a vegetable-seller. An Athenian, he was born in Salamis in the archonship of Calliades, in the 75th Olympiad (480-79 BCE), when the Greeks fought the naval battle against the Persians.",Durham Living Poets project,,
Exekestides,42,Athens,2,born,3,3,,"Interesting: Exe. was charged with having Carian ancestory and falsely claiming Athenian citizenship, see Loeb of Birds",Scholia to Birds line 11,,Schol. Ar. Av. 11,"ὁ δὲ Ἐξηκεστίδης, κιθαρῳδὸς πυθιονίκης. νικᾷ δὲ καὶ τὸν τῶν Καρνείων ἀγῶνα τὸν ἐν Λακεδαίμονι, καὶ Παναθήναια δίς.","Exekestides, kitharode, victor at the Pythian games. He won also at the Carneia in Sparta and twice at that Panathenaia. [of unknown origin]",Sansom,,yes
Exekestides,42,Sparta,10,performed,3,3,,,Scholia to Birds line 11,,Schol. Ar. Av. 13,"ὁ δὲ Ἐξηκεστίδης, κιθαρῳδὸς πυθιονίκης. νικᾷ δὲ καὶ τὸν τῶν Καρνείων ἀγῶνα τὸν ἐν Λακεδαίμονι, καὶ Παναθήναια δίς.","Exekestides, kitharode, victor at the Pythian games. He won also at the Carneia in Sparta and twice at that Panathenaia. [of unknown origin]",Sansom,,yes
Exekestides,42,Delphi,30,performed,3,3,,,Scholia to Birds line 11,,Schol. Ar. Av. 12,"ὁ δὲ Ἐξηκεστίδης, κιθαρῳδὸς πυθιονίκης. νικᾷ δὲ καὶ τὸν τῶν Καρνείων ἀγῶνα τὸν ἐν Λακεδαίμονι, καὶ Παναθήναια δίς.","Exekestides, kitharode, victor at the Pythian games. He won also at the Carneia in Sparta and twice at that Panathenaia. [of unknown origin]",Sansom,,yes
Exekestos,68,Athens,2,,3,3,,"not at all explicit, but 'Athenian' because mentioned in Eupolis",Eupolis,,Eupol. fr. 259.74,τις Ἐξήκεστον,Someone...Exekestos...,Sansom,,no
Gnesippos,12,Athens,2,born,3,3,,,Chionides,,Chionides fr. 4 (=Ath. 14.638d),ταῦτ᾿ οὐ μὰ Δία Γνήσιππος οὐδ᾿ ὁ Κλεομένηςἐν ἐννέ᾿ ἂν χορδαῖς κατεγλυκάνατο.,"By Zeus, not even Gnesippus or Cleomenes on their nine strings could have produced anything this sweet.",Storey,,no
Hermippus,115,Athens,2,born,1,1,,,Suda,,Suda E 3044,"Ἕρμιππος, Ἀθηναῖος, κωμικὸς τῆς ἀρχαίας κωμῳδίας, ἑτερόφθαλμος","Athenian, comic poet of the Old Comedy, one-eyed;",Whitehead,,yes
Hermippus,115,Heracleia,74,,3,3,,,Athenaeus,,Ath. 11.461e,"κυλικηγορήσων ἔρχομαι, οὐ τῶν Κυλικράνων εἷς ὑπάρχων, οὓς χλευάζων Ἕρμιππος ὁ κωμῳδοποιὸς ἐν τοῖς ἰάμβοις φησίν· “εἰς τὸ Κυλικράνων βαδίζων σπληνόπεδον ἀφικόμην· / εἶδον οὖν τὴν Ἡράκλειαν, καὶ μάλ᾿ ὡραίανπόλιν.”","I am going to give a talk over cups, not as one of the Cylicranians whom the comic poet Hermippus mocks in his iambics: “On my journey I came to the spleen-land of the Cylicranians; and so I saw Heracleia, a very beautiful city.”",Gerber,,yes
Hieronymos,70,Athens,2,,3,3,,"No explicit mention of him being Athenian, though he's known to Aristophanes and others (so probably Athenian). he's the son of Xenophantes.",Suda,,Suda A 676,"οὗτος γὰρ ὁ Ἱερώνυμος μελῶν ἦν ποιητὴς καὶ τραγῳδὸς ἀνώμαλος καὶ ἀνοικονόμητος, διὰ τὸ ἄγαν ἐμπαθεῖς γράφειν ὑποθέσεις καὶ φοβεροῖς προσωπείοις χρῆσθαι: ἐδόκει κροτεῖσθαι. ἐκωμῳδεῖτο δὲ ὡς πάνυ κομῶν: διόπερ Ἄϊδος κυνῆν ἔφη αὐτὸν κωμῳδικῶς, ὡς κουρειῶντα.","For this Hieronymos was a melic and tragic poet [who was] deviant and unkempt, because he wrote roles that were too sentimental and used fearful masks; he seemed to be (?)applauded. He was mocked for growing his hair all long: wherefore comedically [Aristophanes] said he is Hades' dog-skin, since he has long hair.",Benedict,,no
Hippias,71,Elis,32,,1,1,,,Suda,,Suda I 543,"Ἱππίας, Διοπείθους, Ἠλεῖος,",Son of Diopithes; of Elis,Heath,,yes
Hippias,71,Olympia,87,,3,3,,,Plato,,Pl. Hipp. Min. 368b-d,"ἔφησθα δὲ ἀφικέσθαι ποτὲ εἰς Ὀλυμπίαν ἃ εἶχες περὶ τὸ σῶμα ἅπαντα σαυτοῦ ἔργα ἔχων· ... καὶ ἔπη καὶ τραγῳδίας καὶ διθυράμβους, καὶ καταλογάδην πολλοὺς λόγους καὶ παντοδαποὺς συγκειμένους.","You said that once, when you went to Olympia, everything you had on your person was your own work; ... And in addition you said that you brought with you poems, both epics and tragedies and dithyrambs, and many writings of all sorts composed in prose.",Fowler,,yes
Hippias,71,Athens,2,,3,3,,,Plato,,Pl. Hipp. Mai. 281a,"ΣΩ. Ἱππίας ὁ καλός τε καὶ σοφός, ὡς διὰ χρόνου ἡμῖν κατῆρας εἰς τὰς Ἀθήνας.","SOC. Hippias, beautiful and wise, what a long time it is since you have put in at the port of Athens!",Fowler,,yes
Hipponax,116,Ephesus,11,born,1,1,,,Suda,,Suda I 588,"Ἱππῶναξ· Πυθέω καὶ μητρὸς Πρώτιδος, Ἐφέσιος, ἰαμβογράφος·","Hipponax, son of Pytheas and Protis, from Ephesus, an iambic poet.",Gerber,,yes
Hipponax,116,Clazomenae,75,,3,3,,,Suda,,Suda I 588,Ἱππῶναξ· ...ᾤκησε δὲ Κλαζομενὰς ὑπὸ τῶν τυράννων Ἀθηναγόρα καὶ Κωμᾶ ἐξελαθείς.,"Hipponax ...Banished by the tyrants Athenagoras and Comas, he settled in Clazomenae.",Gerber,,yes
Hybrias,159,Crete,132,,1,1,,,Athenaeus,,Ath. 14.695f,σκόλιον δέ φασί τινες καὶ τὸ ὑπὸ Ὑβρίου τοῦ Κρητὸς ποιηθέν. ,Some authorities also refer to the poem by Hybrias of Crete (PMG 909) as a skolion.,Campbell,,yes
Ibycus,117,Rhegium,15,born,1,1,,,Scholia to Pindar,,Schol. Pind. i 10 Drachmann (from the Vitae Pindari),Ἴβυκος Ἰταλός <ἐστ᾿> ἐκ Ῥηγίου ἠὲ Μεσήνης,"Ibycus, an Italian from Rhegium or Messana",Campbell,,yes
Ibycus,117,Samos,41,,3,3,,,Suda,,Suda I 80,"ἐνθένδε εἰς Σάμον ἦλθεν, ὅτε αὐτῆς ἦρχεν ὁ Πολυκράτης τοῦ τυράννου πατήρ.",From there [Rhegium] he went to Samos when it was ruled by the father of the tyrant Polycrates.,Campbell,,yes
Ibycus,117,Messena,49,born,1,1,,,Scholia to Pindar,,Schol. Pind. i 10 Drachmann (from the Vitae Pindari),Ἴβυκος Ἰταλός <ἐστ᾿> ἐκ Ῥηγίου ἠὲ Μεσήνης,"Ibycus, an Italian from Rhegium or Messana",Campbell,,yes
Ion of Chios,55,Athens,2,,3,3,,,Suda,,Suda I 487,οὗτος τραγῳδίαν νικήσας Ἀθήνησιν ἑκάστῳ τῶν Ἀθηναίων ἔδωκε Χίου (Casaubon: Χῖον codd.) κεράμιον.,"When he won the tragic prize at Athens, he presented every Athenian with a jar of Chian wine.",Campbell,,yes
Ion of Chios,55,Chios,6,,1,1,,,Suda,,Suda I 487,"Ἴων, Χῖος",Ion of Chios,Sansom,,yes
Ion of Samos,72,Delphi,30,,3,3,,,Inscription,,CEG 819.iii,εἰκόνα ἑὰν ἀνέθηκεν [ἐπὶ] ἔργῳ τῷδε... Λύσανδρος... ἐξάμο ἀμφιρύτ[ας] τεῦξε ἐλεγεῖον Ἴων This inscription was found at Delphi,"Lysander set up this image of himself on this monument..., Ion of sea-girt Samos composed these elegiacs.",Fantuzzi,Inscription at Delphi = performance?,no
Ion of Samos,72,Samos,41,,1,1,,,Inscription,,CEG 819.iii,ἐξάμο ἀμφιρύτ[ας] τεῦξε ἐλεγεῖον Ἴων,Ion of sea-girt Samos composed these elegiacs.,Fantuzzi,,yes
Khairis,51,Athens,2,performed,3,3,,,Aristophanes,,Ar. Ach. 865-6,πόθεν προσέπτανθ᾿ οἱ κακῶς ἀπολούμενοι / ἐπὶ τὴν θύραν μοι Χαιριδῆς βομβαύλιοι;,"Where did these dadblasted buzzpipers fly to my door from, these sons of Chaeris?",Henderson,,no
Khairis,51,Thebes,3,born,1,1,,,Scholia to Aristophanes,,Schol. Ar. Ach. 866,"Χαῖρις δὲ αὐλητὴς Θηβαῖος ἄμουσος, οὗ μέμνηται ἐν ἀρχῇ τοῦ δράματος...","And Chairis is an unmusical Theban flute-player, whom he mentions at the beginning of the play...",Driscoll,,yes
Kleitagora,75,Sparta,10,,1,1,,,Suda,,Suda K 1763,"Κλειταγόρα, ποιήτρια Λακωνική. μέμνηται δὲ Ἀριστοφάνης ἐν Δαναί̈σι.",A Laconian poetess. Aristophanes mentions [her] in [his] Danaids.,Shipley,,yes
Kleitagora,75,Thessaly,34,,1,1,,,Scholia to Aristophanes,,Schol. Ar. Ves. 1246,"ἥτις ἐγένετο ποιήτρια, θετταλή τις γυνή",(Kleitagora) who was a Thessalian woman poet,Sansom,,yes
Kleomenes,76,Rhegium,15,,1,1,,,Athenaeus,,Ath. 9.402a,πάλαι γὰρ τυγχάνω ἀνεγνωκὼς τοὺς Κλεομένους τοῦ Ῥηγίνου διθυράμβους,For I read the dithyrambs of Cleomenes of Rhegium long ago,Olson,,yes
Konnos,46,Athens,2,born,3,3,,"For instruments, we could add that he also plays the lyre in addition to the kithara (see Suda κ 2048). I can't find where he is explicitly named Athenian. Stefanis puts a question mark after 'Athenian'. -- CHECK Aspiotes (entry not available in google preview)",Plato,,Pl. Euthd. 272c,"ἀλλ᾿ ἐγὼ ἓν μόνον φοβοῦμαι, μὴ αὖ ὄνειδος τοῖν ξένοιν περιάψω, ὥσπερ Κόννῳ τῷ Μητροβίου, τῷ κιθαριστῇ, ὃς ἐμὲ διδάσκει ἔτι καὶ νῦν κιθαρίζειν·","The only thing I am afraid of is that I may bring the same disgrace upon our two visitors as upon Connus, son of Metrobius, the harper, who is still trying to teach me the harp",Lamb,,yes
Krateuas,20,Macedonia,33,performed,3,3,,Implied travel (Krateuas would likely need to be present at the court in Macedon in order to bribe the king's servant to poison Euripides),Suda,,Suda E 3695,"ἐτελεύτησε δὲ ὑπὸ ἐπιβουλῆς Ἀρριβαίου τοῦ Μακεδόνος καὶ Κρατεύα τοῦ Θετταλοῦ, ποιητῶν ὄντων καὶ φθονησάντων αὐτῷ πεισάντων τε τὸν βασιλέως οἰκέτην τοὔνομα Λυσίμαχον, δέκα μνῶν ἀγορασθέντα, τοὺς βασιλέως, οὓς αὐτὸς ἔτρεφε, κύνας ἐπαφεῖναι αὐτῷ.","Euripides met his end at the plotting of Arrhibaeus of Macedonia and Crateuas of Thessaly, poets jealous of him. They bribed, with ten minas, a servant of the king's, named Lysimachus, to unleash on him the royal hounds, for which he was the keeper.",Miller,,no
Krateuas,20,Thessaly,34,born,1,1,,,Suda,,Suda E 3695,"ἐτελεύτησε δὲ ὑπὸ ἐπιβουλῆς Ἀρριβαίου τοῦ Μακεδόνος καὶ Κρατεύα τοῦ Θετταλοῦ, ποιητῶν ὄντων καὶ φθονησάντων αὐτῷ...","[Euripides] died owing to a conspiracy by Arrhibaeus of Macedon and Crateuas of Thessaly, who were poets and hostile to him.",Kovacs,Translation from Kovacs' Euripidea,yes
Lamprocles,119,Athens,2,born,1,1,,,[Plutarch] On Music,,"[Plut.] Mus. 16. 1136de (p. 118 Lasserre, vi 3. 13s Ziegler)",Λαμπροκλέα τὸν Ἀθηναῖον,Lamprocles the Athenian,Campbell,,yes
Lamprus,120,Athens,2,,3,3,,"Implied travel, he taught Sophocles, likely in Athens",Athenaeus,,Ath. 1.20e,Σοφοκλῆς δὲ πρὸς τῷ καλὸς γεγενῆσθαι τὴν ὥραν ἦν καὶ ὀρχηστικὴν δεδιδαγμένος καὶ μουσικὴν ἔτι παῖς ὢν παρὰ Λάμπρῳ.,Sophocles in addition to being a handsome youth had been taught dancing and music in his boyhood by Lamprus.,Campbell,,no
Lamprus,120,Erythrae,50,born,1,1,,"I've put in the Boeotian Erythrae, but how certain are we of this?",Suda,,Suda A 3927,ἀκουστὴς τοῦ τε πατρὸς καὶ Λάμπρου τοῦ Ἐρυθραίου,Aristoxenus... a student of his father and of Lampros the Erythraian,stoa.org,,yes
Lamynthios,28,Miletus,9,born,1,1,,,Athenaeus,,Ath. 13.597a,Λαμύνθιος ὁ Μιλήσιος,Lamynthius of Miletus,Olson,,yes
Lasus,121,Athens,2,,3,3,,,Herodotus,,Hdt. 7. 6,"ἐξηλάσθη γὰρ ὑπὸ Ἱππάρχου τοῦ Πεισιστράτου ὁ Ὀνομάκριτος ἐξ Ἀθηνέων, ἐπ᾿ αὐτοφώρῳ ἁλοὺς ὑπὸ Λάσου τοῦ Ἑρμιονέος ἐμποιέων ἐς τὰ Μουσαίου χρησμὸν ὡς αἱ ἐπὶ Λήμνῳ ἐπικείμεναι νῆσοι ἀφανιζοίατο κατὰ τῆς θαλάσσης.","Onomacritus had been driven out of Athens by Hipparchus, son of Pisistratus, after being caught red-handed by Lasus of Hermione in the act of inserting into the verses of Musaeus an oracle to the effect that the islands off Lemnos would vanish beneath the sea.",Campbell,,yes
Lasus,121,Thebes,3,,3,3,,Where is this from? Can't find thebes amongst the testimonia,"Thomas Magister, Life of Pindar",,Schol. Pind. (i 4 Drachmann) (Vita Thomana),"ἡ δὲ Μυρτὼ ἐγαμήθη Σκοπελίνῳ τῷ αὐλητῇ, ὃς τὴν αὐλητικὴν διδάσκων τὸν Πίνδαρον, ἐπεὶ εἶδε μείζονος ἕξεως ὄντα, παρέδωκε Λάσῳ τῷ Ἑρμιονεῖ μελοποιῷ, παρ᾿ ᾧ τὴν λυρικὴν ἐπαιδεύθη.","Myrto was the wife of Scopelinus the aulete, who taught pipe-playing to Pindar and on seeing that he had unusual skill handed him over to the lyric poet Lasus of Hermione, who taught him the lyre.",Campbell,,yes
Lasus,121,Hermione,31,born,1,1,,,Suda,,Suda Λ 139,"Λάσος, Χαρβίνου, Ἑρμιονεύς","Lasus, son of Charbinus; from Hermione",Campbell,,yes
Lasus,121,Corinth,48,,3,3,,,Scholia to Pindar,,Schol. Pind. Ol. 13. 26b (i 361s. Drachmann),"αἱ τοῦ Διονύσου διθυράμβων ἐν Κορίνθῳ ἐφάνησαν χάριτες, τουτέστι τὸ σπουδαιότατον τῶν Διονύσου διθυράμβων ἐν Κορίνθῳ πρῶτον ἐφάνη· ἐκεῖ γὰρ ὡράθη ὁ χορὸς ὀρχούμενος· ἔστησε δὲ αὐτὸν πρῶτος Ἀρίων ὁ Μηθυμναῖος, εἶτα Λάσος ὁ Ἑρμιονεύς.","To be taken as follows: the glories of Dionysus’ dithyrambs appeared in Corinth, i.e. the most serious element in Dionysus’ dithyrambs first appeared in Corinth; for it was there that the chorus was seen dancing. The first to organise it was Arion of Methymna, and next was Lasus of Hermione.",Campbell,,yes
Licymnius,3,Athens,2,performed,3,3,,,Dionysius of Halicarnassus,,Dion. Hal. On Lysias 3,δηλοῖ δὲ τοῦτο Γοργίας τε ὁ Λεοντῖνος ἐν πολλοῖς πάνυ φορτικήν τε καί ὑπέρογκον ποιῶν τὴν κατασκευὴν...καὶ τῶν ἐκείνου συνουσιαστῶν οἱ περὶ Λικύμνιον καὶ Πῶλον.,"Clearly Gorgias of Leontini* in many cases exhibits inelegant and bombastic style...and of his companions, the circle of Licymnius and Polus do likewise. *Gorgias settled in Athens after 427 BCE.",Graham,,no
Licymnius,3,Chios,6,born,1,1,,,Athenaeus,,Ath. 13.564c-d,"Λικύμνιος δ᾿ ὁ Χῖος τὸν Ὕπνον φήσας ἐρᾶν τοῦ Ἐνδυμίωνος οὐδὲ καθεύδοντος αὐτοῦ κατακαλύπτει τοὺς ὀφθαλμούς, ἀλλὰ ἀναπεπταμένων τῶν βλεφάρων κοιμίζει τὸν ἐρώμενον, ὅπως διὰ παντὸς ἀπολαύῃ τῆς τοῦ θεωρεῖν ἡδονῆς.","Licymnius of Chios says that Sleep was in love with Endymion, and therefore did not cover the boy’s eyes even when he was asleep, but put his beloved to bed with his eyes wide open, so that he could always enjoy looking at them.",Olson,,yes
Magnes,52,Smyrna,36,,1,1,,,Suda,,Suda Μ 21,"Μάγνης, ἀνὴρ Σμυρναῖος, καλὸς τὴν ἰδέαν, εἴ τις καὶ ἄλλος, ποιήσει τε καὶ μουσικῇ δόκιμος...","[Magnes], a man from Smyrna, beautiful in appearance -- none more so -- and expert in both poetry and music... ",Whitehead,,yes
Magnes,52,Sardis,43,,3,3,,implied,Suda,,Suda Μ 21,"τούτου δὲ καὶ ἄλλοι μὲν πολλοὶ ἤρων, Γύγης δὲ καὶ μᾶλλόν τι ἐφλέγετο καὶ αὐτὸν εἶχε παιδικά.","Many others were enamoured of him, but Gyges in particular was on fire for him and kept him as a boy-friend.",Whitehead,,no
Magnes,52,Magnesia-ad-Sipylum,44,,3,3,,,Suda,,Suda Μ 21,"γυναῖκάς γε μὴν πάσας ἐξέμηνεν, ἔνθα ἐγένετο ὁ Μάγνης, μάλιστα δὲ τὰς Μαγνητῶν, καὶ συνῆν αὐταῖς.","But it drove all the women wild, where Magnes was, especially those of the Magnesians, and he was intimate with them.",Whitehead,,yes
Melampus,153,Delphi,30,,3,3,,,Pausanias,,Paus. 10.7.4-6,"τῆς δὲ τεσσαρακοστῆς ὀλυμπιάδος καὶ ὀγδόης, ἣν Γλαυκίας ὁ Κροτωνιάτης ἐνίκησε, ταύτης ἔτει τρίτῳ ἆθλα ἔθεσαν οἱ Ἀμφικτύονες κιθαρῳδίας μὲν καθὰ καὶ ἐξ ἀρχῆς, προσέθεσαν δὲ καὶ αὐλῳδίας ἀγώνισμα καὶ αὐλῶν· ἀνηγορεύθησαν δὲ νικῶντες Κεφαλλήν τε Μελάμπους (Boeckh: ὃς λάμποι, ὁ λάμπου codd.) κιθαρῳδίᾳ, καὶ αὐλῳδὸς Ἀρκὰς Ἐχέμβροτος, Σακάδας δὲ Ἀργεῖος ἐπὶ τοῖς αὐλοῖς· ἀνείλετο δὲ ὁ Σακάδας οὗτος καὶ ἄλλας δύο τὰς ἐφεξῆς ταύτης πυθιάδας...· δευτέρᾳ δὲ <b>πυθιάδι</b> ...αὐλῳδίαν τε κατέλυσαν, καταγνόντες οὐκ εἶναι τὸ ἄκουσμα εὔφημον· ἡ γὰρ αὐλωδία μέλη τε ἦν αὐλῶν τὰ σκυθρωπότατα καὶ ἐλεγεῖα 〚θρῆνοι〛 προσᾳδόμενα τοῖς αὐλοῖς. μαρτυρεῖ δέ μοι καὶ τοῦ Ἐχεμβρότου τὸ ἀνάθημα, τρίπους χαλκοῦς ἀνατεθεὶς τῷ Ἡρακλεῖ τῷ ἐν Θήβαις· ἐπίγραμμα δὲ ὁ τρίπους εἶχεν· ""Ἐχέμβροτος Ἀρκὰς / θῆκε τῷ Ἡρακλεῖ / νικήσας τόδ᾿ ἄγαλμα / Ἀμφικτυόνων ἐν ἄθλοις, / Ἕλλησι δ᾿ ἀείδων / μέλεα καὶ ἐλέγους.""","In the third year of the 48th Olympiad, in which Glaucias of Croton was victorious, the Amphictions offered prizes in cithara-singing, as they had from the beginning, and added competitions in pipe-singing and pipe-playing. The winners they proclaimed were Melampus of Cephallenia in cithara-song, Echembrotus of Arcadia in pipe-song, Sacadas of Argos in pipe-playing; and this Sacadas went on to win at the next two Pythian Games ... But at the second <b>Pythian Games</b> ... they abolished the pipe-singing, judging its sound inauspicious: for pipe-singing consisted of the gloomiest pipe-music and elegiacs sung to the pipes. My evidence for this is the offering of Echembrotus, a bronze tripod dedicated to the Theban Heracles, which carried this inscription: ""Echembrotus the Arcadian dedicated this gift to the glory of Heracles, having been victorious at the contests of the Amphictions, where he sang songs and laments to the Greeks.""",Campbell,,yes
Melampus,153,Cephallenia,250,,1,1,,,Pausanias,,Paus. 10.7.4-6,"τῆς δὲ τεσσαρακοστῆς ὀλυμπιάδος καὶ ὀγδόης, ἣν Γλαυκίας ὁ Κροτωνιάτης ἐνίκησε, ταύτης ἔτει τρίτῳ ἆθλα ἔθεσαν οἱ Ἀμφικτύονες κιθαρῳδίας μὲν καθὰ καὶ ἐξ ἀρχῆς, προσέθεσαν δὲ καὶ αὐλῳδίας ἀγώνισμα καὶ αὐλῶν· ἀνηγορεύθησαν δὲ νικῶντες <b>Κεφαλλήν</b> τε Μελάμπους (Boeckh: ὃς λάμποι, ὁ λάμπου codd.) κιθαρῳδίᾳ, καὶ αὐλῳδὸς Ἀρκὰς Ἐχέμβροτος, Σακάδας δὲ Ἀργεῖος ἐπὶ τοῖς αὐλοῖς· ἀνείλετο δὲ ὁ Σακάδας οὗτος καὶ ἄλλας δύο τὰς ἐφεξῆς ταύτης πυθιάδας...· δευτέρᾳ δὲ πυθιάδι ...αὐλῳδίαν τε κατέλυσαν, καταγνόντες οὐκ εἶναι τὸ ἄκουσμα εὔφημον· ἡ γὰρ αὐλωδία μέλη τε ἦν αὐλῶν τὰ σκυθρωπότατα καὶ ἐλεγεῖα 〚θρῆνοι〛 προσᾳδόμενα τοῖς αὐλοῖς. μαρτυρεῖ δέ μοι καὶ τοῦ Ἐχεμβρότου τὸ ἀνάθημα, τρίπους χαλκοῦς ἀνατεθεὶς τῷ Ἡρακλεῖ τῷ ἐν Θήβαις· ἐπίγραμμα δὲ ὁ τρίπους εἶχεν· ""Ἐχέμβροτος Ἀρκὰς / θῆκε τῷ Ἡρακλεῖ / νικήσας τόδ᾿ ἄγαλμα / Ἀμφικτυόνων ἐν ἄθλοις, / Ἕλλησι δ᾿ ἀείδων / μέλεα καὶ ἐλέγους.""","In the third year of the 48th Olympiad, in which Glaucias of Croton was victorious, the Amphictions offered prizes in cithara-singing, as they had from the beginning, and added competitions in pipe-singing and pipe-playing. The winners they proclaimed were Melampus <b>of Cephallenia</b> in cithara-song, Echembrotus of Arcadia in pipe-song, Sacadas of Argos in pipe-playing; and this Sacadas went on to win at the next two Pythian Games ... But at the second Pythian Games ... they abolished the pipe-singing, judging its sound inauspicious: for pipe-singing consisted of the gloomiest pipe-music and elegiacs sung to the pipes. My evidence for this is the offering of Echembrotus, a bronze tripod dedicated to the Theban Heracles, which carried this inscription: ""Echembrotus the Arcadian dedicated this gift to the glory of Heracles, having been victorious at the contests of the Amphictions, where he sang songs and laments to the Greeks.""",Campbell,,yes
Melanippides,158,Melos,1,,1,1,,,Athenaeus,,Ath. 14. 651 f (iii 441s. Kaibel),Μελανιππίδης δ᾽ ὁ Μήλιος ἐν ταῖς Δαναΐσιν φοίνικας τὸν καρπὸν οὕτως ὀνομάζει τὸν λόγον ποιούμενος περὶ αὐτῶν τῶν Δαναΐδων·,Melanippides of Melos in his Danaids calls the fruit of the palm 'phoinikes' ('dates') in his passage about the Danaids themselves:,Campbell,,yes
Melanippides,158,Athens,2,,3,3,,,[Plutarch],,[Plutarch] On Music 1141c,"ὡς καὶ Φερεκράτη τὸν κωμικὸν εἰσαγαγεῖν τὴν Μουσικὴν ἐν γυναικείῳ σχήματι, ὅλην κατῃκισμένην τὸ σῶμα·... {ΜΟΥΣΙΚΗ.} λέξω μὲν οὐκ ἄκουσα, σοί τε γὰρ κλύειν / ἐμοί τε λέξαι θυμὸς ἡδονὴν ἔχει. / ἐμοὶ γὰρ ἦρξε τῶν κακῶν Μελανιππίδης, / ἐν τοῖσι πρῶτος ὃς λαβὼν ἀνῆκέ με / χαλαρωτέραν τ᾿ ἐποίησε χορδαῖς δώδεκα.","The comic poet Pherecrates brought Music on to the stage dressed as a woman and physically a total wreck... [and Music says] ""I will tell you and gladly. For your heart takes pleasure in hearing and mine in telling. Melanippides was the start of all my troubles, being the first of them to grab me and loosen me up and make me slacker with twelve strings.""",Campbell,,no
Melanippides,158,Macedonia,33,died,2,2,,,Suda,,Suda Μ 454,ὃς ἐν τῇ τῶν διθυράμβων μελοποιί̈ᾳ ἐκαινοτόμησε πλεῖστα καὶ διατρίψας παρὰ Περδίκκᾳ τῷ βασιλεῖ ἐκεῖ τὸν βίον κατέστρεψεν.,"He made many innovations in the composing of dithyrambs and, after spending time with King Perdiccas, he ended his life there.",Dyer,,yes
